lat,lng,pvalue,value
-60,-170,1,0
-50,-170,1,0
-40,-170,1,0
-30,-170,1,0
-20,-170,1,0
-10,-170,1,0
0,-170,1,0
10,-170,1,0
20,-170,1,0
30,-170,1,0
40,-170,1,0
50,-170,1,0
60,-170,1,0
70,-170,1,0
-60,-160,1,0
-50,-160,1,0
-40,-160,1,0
-30,-160,1,0
-20,-160,1,0
-10,-160,1,0
0,-160,1,0
10,-160,1,0
20,-160,1,0
30,-160,1,0
40,-160,1,0
50,-160,1,0
60,-160,1,0
70,-160,1,0
-60,-150,1,0
-50,-150,1,0
-40,-150,1,0
-30,-150,1,0
-20,-150,1,0
-10,-150,1,0
0,-150,1,0
10,-150,1,0
20,-150,1,0
30,-150,1,0
40,-150,1,0
50,-150,1,0
60,-150,1,0
70,-150,1,0
-60,-140,1,0
-50,-140,1,0
-40,-140,1,0
-30,-140,1,0
-20,-140,1,0
-10,-140,1,0
0,-140,1,0
10,-140,1,0
20,-140,1,0
30,-140,1,0
40,-140,1,0
50,-140,1,0
60,-140,1,0
70,-140,1,0
-60,-130,1,0
-50,-130,1,0
-40,-130,1,0
-30,-130,1,0
-20,-130,1,0
-10,-130,1,0
0,-130,1,0
10,-130,1,0
20,-130,1,0
30,-130,1,0
40,-130,1,0
50,-130,1,0
60,-130,1,0
70,-130,1,0
-60,-120,1,0
-50,-120,1,0
-40,-120,1,0
-30,-120,1,0
-20,-120,1,0
-10,-120,1,0
0,-120,1,0
10,-120,1,0
20,-120,1,0
30,-120,1,0
40,-120,1,0
50,-120,1,0
60,-120,1,0
70,-120,1,0
-60,-110,1,0
-50,-110,1,0
-40,-110,1,0
-30,-110,1,0
-20,-110,1,0
-10,-110,1,0
0,-110,1,0
10,-110,1,0
20,-110,1,0
30,-110,1,0
40,-110,1,0
50,-110,1,0
60,-110,1,0
70,-110,1,0
-60,-100,1,0
-50,-100,1,0
-40,-100,1,0
-30,-100,1,0
-20,-100,1,0
-10,-100,1,0
0,-100,1,0
10,-100,1,0
20,-100,1,0
30,-100,1,0
40,-100,1,0
50,-100,1,0
60,-100,1,0
70,-100,1,0
-60,-90,1,0
-50,-90,1,0
-40,-90,1,0
-30,-90,1,0
-20,-90,1,0
-10,-90,1,0
0,-90,1,0
10,-90,1,0
20,-90,1,0
30,-90,1,0
40,-90,1,0
50,-90,1,0
60,-90,1,0
70,-90,1,0
-60,-80,1,0
-50,-80,1,0
-40,-80,1,0
-30,-80,1,0
-20,-80,1,0
-10,-80,1,0
0,-80,1,0
10,-80,1,0
20,-80,1,0
30,-80,1,0
40,-80,1,0
50,-80,1,0
60,-80,1,0
70,-80,1,0
-60,-70,1,0
-50,-70,1,0
-40,-70,1,0
-30,-70,1,0
-20,-70,1,0
-10,-70,1,0
0,-70,1,0
10,-70,1,0
20,-70,1,0
30,-70,1,0
40,-70,1,0
50,-70,1,0
60,-70,1,0
70,-70,1,0
-60,-60,1,0
-50,-60,1,0
-40,-60,1,0
-30,-60,1,0
-20,-60,1,0
-10,-60,1,0
0,-60,1,0
10,-60,1,0
20,-60,1,0
30,-60,1,0
40,-60,1,0
50,-60,1,0
60,-60,1,0
70,-60,1,0
-60,-50,1,0
-50,-50,1,0
-40,-50,1,0
-30,-50,1,0
-20,-50,1,0
-10,-50,1,0
0,-50,1,0
10,-50,1,0
20,-50,1,0
30,-50,1,0
40,-50,1,0
50,-50,1,0
60,-50,1,0
70,-50,1,0
-60,-40,1,0
-50,-40,1,0
-40,-40,1,0
-30,-40,1,0
-20,-40,1,0
-10,-40,1,0
0,-40,1,0
10,-40,1,0
20,-40,1,0
30,-40,1,0
40,-40,1,0
50,-40,1,0
60,-40,1,0
70,-40,1,0
-60,-30,1,0
-50,-30,1,0
-40,-30,1,0
-30,-30,1,0
-20,-30,1,0
