lat,lng,pvalue,value
-69,-178.75,0.007100000000000000408,0.08154977773176202982
-68,-178.75,0.054100000000000002254,0.061741030954517654716
-67,-178.75,0.042299999999999997324,0.061643197821432293981
-66,-178.75,0.0269000000000000003,0.068976734840309916752
-65,-178.75,0.075800000000000006262,0.056793501312328326103
-64,-178.75,0.98380000000000000782,0.010298022896777675114
-63,-178.75,0.71189999999999997726,0.022583053716181428899
-62,-178.75,0.41160000000000002141,0.036344745496727663692
-61,-178.75,0.49240000000000000435,0.033274613627002638805
-60,-178.75,0.65539999999999998259,0.026793868068369870727
-59,-178.75,0.80889999999999995239,0.021302340586654890803
-58,-178.75,0.81030000000000002025,0.020197376165678709858
-57,-178.75,0.87870000000000003659,0.017725083393773374135
-56,-178.75,0.89280000000000003801,0.017329586963112722509
-55,-178.75,0.35220000000000001306,0.03947823032907142593
-54,-178.75,0.025399999999999998967,0.072899865315237968866
-53,-178.75,0.008399999999999999481,0.079000737308572696604
-52,-178.75,0.017000000000000001221,0.072474440750587634796
-51,-178.75,0.024500000000000000944,0.071343325932576112658
-50,-178.75,0.026200000000000001066,0.066467154061649713626
-49,-178.75,0.066500000000000003553,0.058383050988317627961
-48,-178.75,0.15740000000000001212,0.049331908213383755812
-47,-178.75,0.1063000000000000056,0.055458290293434700513
-46,-178.75,0.11799999999999999378,0.051369344170354783174
-45,-178.75,0.14840000000000000413,0.048306464343963122221
-44,-178.75,0.21909999999999998921,0.04493431958416498756
-43,-178.75,0.4706000000000000183,0.031237341955954470163
-42,-178.75,0.84689999999999998614,0.017080039743663000956
-41,-178.75,0.76539999999999996927,0.019661568300196153453
-40,-178.75,0.24179999999999998717,0.039695559492172502458
-39,-178.75,0.11909999999999999754,0.047194427559934588878
-38,-178.75,0.05070000000000000201,0.055445569394342586467
-37,-178.75,0.022499999999999999167,0.063829658211974199533
-36,-178.75,0.022900000000000000216,0.062509275778977108073
-35,-178.75,0.00069999999999999999289,0.080918384694940004298
-34,-178.75,0.0011000000000000000663,0.091868829184608952199
-33,-178.75,0.0010000000000000000208,0.1005019535702872252
-32,-178.75,0.00040000000000000001917,0.11421750370240099648
-31,-178.75,0.00020000000000000000958,0.12902412491496265123
-30,-178.75,0.00010000000000000000479,0.13719417377818521331
-29,-178.75,0,0.14004589242587126008
-28,-178.75,0,0.14477190075426665805
-27,-178.75,0,0.1611892711449398885
-26,-178.75,0.00010000000000000000479,0.1663736225637456323
-25,-178.75,0.00010000000000000000479,0.17527855663760216753
-24,-178.75,0,0.18832619063449104746
-23,-178.75,0,0.20681344425579922808
-22,-178.75,0,0.22164889362043393994
-21,-178.75,0,0.22036906991806068379
-20,-178.75,0,0.20974303060752302885
-19,-178.75,0,0.20868869118576524602
-18,-178.75,0,0.21393035388413458864
-17,-178.75,0,0.20955945259227334865
-16,-178.75,0,0.20421729744585090383
-15,-178.75,0,0.19015466634206651397
-14,-178.75,0.00029999999999999997372,0.14830202604938416688
-13,-178.75,0.0035999999999999999015,0.10579273466519009683
-12,-178.75,0.17799999999999999156,0.057983116600535754281
-11,-178.75,0.67449999999999998845,0.029007018766861139558
-10,-178.75,0.051700000000000002898,0.096772261906346718208
-9,-178.75,0.00020000000000000000958,0.19866899855086325721
-8,-178.75,0,0.30509976312337816484
-7,-178.75,0,0.38981514000186301416
-6,-178.75,0,0.45645195999263554754
-5,-178.75,0,0.5151513111931861344
-4,-178.75,0,0.54511550049850210353
-3,-178.75,0,0.56619127775200517316
-2,-178.75,0,0.58933206731550002999
-1,-178.75,0,0.60301112202296636156
0,-178.75,0,0.60881557146495179911
1,-178.75,0,0.60244052540266790352
2,-178.75,0,0.55906589610222867659
3,-178.75,0,0.47319789404148987488
4,-178.75,0,0.33882868789122388975
