lat,lng,pvalue,value
-69,-178.75,0.006313255649828226207,2.3005534289119902169
-68,-178.75,0.0083728935783280878519,2.2297834912780447603
-67,-178.75,0.0015769667591346975526,2.6359513811734172073
-66,-178.75,0.0041862203912217677004,2.4018713386577199564
-65,-178.75,0.025563517068047551112,1.9386978644366161806
-64,-178.75,0.02376328251189572735,1.9583964176017456538
-63,-178.75,0.0079971333496394684387,2.241360294491024252
-62,-178.75,0.0093954759151592594918,2.2006094648854355178
-61,-178.75,0.048731630497216814335,1.7595245287231844333
-60,-178.75,0.066806439590188601563,1.6679003293319218937
-59,-178.75,0.072281096469600097931,1.6445288112747109555
-58,-178.75,0.027181155593910457519,1.9220633222914560445
-57,-178.75,0.0011230320667416095713,2.71547215185207369
-56,-178.75,8.1750962713810954616e-05,3.3053285449771672155
-55,-178.75,0.0010948264604161033788,2.721396085445480395
-54,-178.75,0.010169892331896024373,2.1804527089793244166
-53,-178.75,0.0093703523488008148151,2.2012893973226872468
-52,-178.75,0.0098872461692100094277,2.1876357434805173696
-51,-178.75,0.012125642797182785773,2.1353734502676995355
-50,-178.75,0.01460134252543323144,2.0872567304562807955
-49,-178.75,0.048031970089989557693,1.763654303521327904
-48,-178.75,0.14150647828104973014,1.4350020781369301481
-47,-178.75,0.31258949839001942683,1.151362283255450647
-46,-178.75,0.21735235263570831798,1.2881460503499904124
-45,-178.75,0.10379282018260178877,1.5341785363036970491
-44,-178.75,0.038891902520254810482,1.823297639360991651
-43,-178.75,0.27747776204399388078,1.1978164581536623334
-42,-178.75,0.36706412109593755666,1.0856030503767000184
-41,-178.75,0.062811690579654119726,1.686051030679127205
-40,-178.75,0.042980638662144882156,1.795196636440250737
-39,-178.75,0.023974275153478982747,1.956017489589261249
-38,-178.75,0.01858536564818546663,2.023945346330433992
-37,-178.75,0.049059265268879159727,1.757609020872138883
-36,-178.75,0.095689093256715457292,1.5594325462451934516
-35,-178.75,0.13090434612333246012,1.4603877955109256792
-34,-178.75,0.20929125176047427837,1.3016256223964677297
-33,-178.75,0.088359648455742997863,1.5839166998720977109
-32,-178.75,0.097459289892423625612,1.5537630965096349556
-31,-178.75,0.066563270288146458853,1.6689772743301316549
