,lat,lng,pvalue,value,region,log-pvalue,thresh-pvalue,counts
8894,5,-100.0,1.0,0.0,"(4.5, 5.5, -100.625, -99.375)",0.0,1.0,0.0
8895,6,-100.0,1.0,0.0,"(5.5, 6.5, -100.625, -99.375)",0.0,1.0,0.0
8896,7,-100.0,1.0,0.0,"(6.5, 7.5, -100.625, -99.375)",0.0,1.0,0.0
8897,8,-100.0,1.0,0.0,"(7.5, 8.5, -100.625, -99.375)",0.0,1.0,0.0
8898,9,-100.0,1.0,0.0,"(8.5, 9.5, -100.625, -99.375)",0.0,1.0,0.0
8899,10,-100.0,1.0,0.0,"(9.5, 10.5, -100.625, -99.375)",0.0,1.0,0.0
8900,11,-100.0,1.0,0.0,"(10.5, 11.5, -100.625, -99.375)",0.0,1.0,0.0
8901,12,-100.0,1.0,0.0,"(11.5, 12.5, -100.625, -99.375)",0.0,1.0,0.0
8902,13,-100.0,1.0,0.0,"(12.5, 13.5, -100.625, -99.375)",0.0,1.0,0.0
8903,14,-100.0,1.0,0.0,"(13.5, 14.5, -100.625, -99.375)",0.0,1.0,0.0
8904,15,-100.0,1.0,0.0,"(14.5, 15.5, -100.625, -99.375)",0.0,1.0,0.0
8905,16,-100.0,1.0,0.0,"(15.5, 16.5, -100.625, -99.375)",0.0,1.0,0.0
8906,17,-100.0,1.0,0.0,"(16.5, 17.5, -100.625, -99.375)",0.0,1.0,0.0
8907,18,-100.0,1.0,0.0,"(17.5, 18.5, -100.625, -99.375)",0.0,1.0,0.0
8908,19,-100.0,1.0,0.0,"(18.5, 19.5, -100.625, -99.375)",0.0,1.0,0.0
8909,20,-100.0,1.0,0.0,"(19.5, 20.5, -100.625, -99.375)",0.0,1.0,0.0
8910,21,-100.0,1.0,0.0,"(20.5, 21.5, -100.625, -99.375)",0.0,1.0,0.0
8911,22,-100.0,1.0,0.0,"(21.5, 22.5, -100.625, -99.375)",0.0,1.0,0.0
8912,23,-100.0,1.0,0.0,"(22.5, 23.5, -100.625, -99.375)",0.0,1.0,0.0
8913,24,-100.0,1.0,0.0,"(23.5, 24.5, -100.625, -99.375)",0.0,1.0,0.0
8914,25,-100.0,1.0,0.0,"(24.5, 25.5, -100.625, -99.375)",0.0,1.0,0.0
8915,26,-100.0,1.0,0.0,"(25.5, 26.5, -100.625, -99.375)",0.0,1.0,0.0
8916,27,-100.0,1.0,0.0,"(26.5, 27.5, -100.625, -99.375)",0.0,1.0,0.0
8917,28,-100.0,1.0,0.0,"(27.5, 28.5, -100.625, -99.375)",0.0,1.0,0.0
8918,29,-100.0,1.0,0.0,"(28.5, 29.5, -100.625, -99.375)",0.0,1.0,0.0
8919,30,-100.0,1.0,0.0,"(29.5, 30.5, -100.625, -99.375)",0.0,1.0,0.0
8920,31,-100.0,1.0,0.0,"(30.5, 31.5, -100.625, -99.375)",0.0,1.0,0.0
8921,32,-100.0,1.0,0.0,"(31.5, 32.5, -100.625, -99.375)",0.0,1.0,0.0
8922,33,-100.0,1.0,0.0,"(32.5, 33.5, -100.625, -99.375)",0.0,1.0,0.0
8923,34,-100.0,1.0,0.0,"(33.5, 34.5, -100.625, -99.375)",0.0,1.0,0.0
8924,35,-100.0,1.0,0.0,"(34.5, 35.5, -100.625, -99.375)",0.0,1.0,0.0
8925,36,-100.0,1.0,0.0,"(35.5, 36.5, -100.625, -99.375)",0.0,1.0,0.0
8926,37,-100.0,1.0,0.0,"(36.5, 37.5, -100.625, -99.375)",0.0,1.0,0.0
8927,38,-100.0,1.0,0.0,"(37.5, 38.5, -100.625, -99.375)",0.0,1.0,0.0
8928,39,-100.0,1.0,0.0,"(38.5, 39.5, -100.625, -99.375)",0.0,1.0,0.0
8929,40,-100.0,1.0,0.0,"(39.5, 40.5, -100.625, -99.375)",0.0,1.0,0.0
8930,41,-100.0,1.0,0.0,"(40.5, 41.5, -100.625, -99.375)",0.0,1.0,0.0
8931,42,-100.0,1.0,0.0,"(41.5, 42.5, -100.625, -99.375)",0.0,1.0,0.0
8932,43,-100.0,1.0,0.0,"(42.5, 43.5, -100.625, -99.375)",0.0,1.0,0.0
8933,44,-100.0,1.0,0.0,"(43.5, 44.5, -100.625, -99.375)",0.0,1.0,0.0
8934,45,-100.0,1.0,0.0,"(44.5, 45.5, -100.625, -99.375)",0.0,1.0,0.0
8935,46,-100.0,1.0,0.0,"(45.5, 46.5, -100.625, -99.375)",0.0,1.0,0.0
8936,47,-100.0,1.0,0.0,"(46.5, 47.5, -100.625, -99.375)",0.0,1.0,0.0
8937,48,-100.0,1.0,0.0,"(47.5, 48.5, -100.625, -99.375)",0.0,1.0,0.0
8938,49,-100.0,1.0,0.0,"(48.5, 49.5, -100.625, -99.375)",0.0,1.0,0.0
8939,50,-100.0,1.0,0.0,"(49.5, 50.5, -100.625, -99.375)",0.0,1.0,0.0
8940,51,-100.0,1.0,0.0,"(50.5, 51.5, -100.625, -99.375)",0.0,1.0,0.0
8941,52,-100.0,1.0,0.0,"(51.5, 52.5, -100.625, -99.375)",0.0,1.0,0.0
8942,53,-100.0,1.0,0.0,"(52.5, 53.5, -100.625, -99.375)",0.0,1.0,0.0
8943,54,-100.0,1.0,0.0,"(53.5, 54.5, -100.625, -99.375)",0.0,1.0,0.0
8944,55,-100.0,1.0,0.0,"(54.5, 55.5, -100.625, -99.375)",0.0,1.0,0.0
8945,56,-100.0,1.0,0.0,"(55.5, 56.5, -100.625, -99.375)",0.0,1.0,0.0
8946,57,-100.0,1.0,0.0,"(56.5, 57.5, -100.625, -99.375)",0.0,1.0,0.0
8947,58,-100.0,1.0,0.0,"(57.5, 58.5, -100.625, -99.375)",0.0,1.0,0.0
8948,59,-100.0,1.0,0.0,"(58.5, 59.5, -100.625, -99.375)",0.0,1.0,0.0
8949,60,-100.0,1.0,0.0,"(59.5, 60.5, -100.625, -99.375)",0.0,1.0,0.0
8950,61,-100.0,1.0,0.0,"(60.5, 61.5, -100.625, -99.375)",0.0,1.0,0.0
8951,62,-100.0,1.0,0.0,"(61.5, 62.5, -100.625, -99.375)",0.0,1.0,0.0
8952,63,-100.0,1.0,0.0,"(62.5, 63.5, -100.625, -99.375)",0.0,1.0,0.0
8953,64,-100.0,1.0,0.0,"(63.5, 64.5, -100.625, -99.375)",0.0,1.0,0.0
8954,65,-100.0,1.0,0.0,"(64.5, 65.5, -100.625, -99.375)",0.0,1.0,0.0
8955,66,-100.0,1.0,0.0,"(65.5, 66.5, -100.625, -99.375)",0.0,1.0,0.0
8956,67,-100.0,1.0,0.0,"(66.5, 67.5, -100.625, -99.375)",0.0,1.0,0.0
8957,68,-100.0,1.0,0.0,"(67.5, 68.5, -100.625, -99.375)",0.0,1.0,0.0
8958,69,-100.0,1.0,0.0,"(68.5, 69.5, -100.625, -99.375)",0.0,1.0,0.0
8959,70,-100.0,1.0,0.0,"(69.5, 70.5, -100.625, -99.375)",0.0,1.0,0.0
8960,-69,-98.75,1.0,0.0,"(-69.5, -68.5, -99.375, -98.125)",0.0,1.0,0.0
8961,-68,-98.75,1.0,0.0,"(-68.5, -67.5, -99.375, -98.125)",0.0,1.0,0.0
8962,-67,-98.75,1.0,0.0,"(-67.5, -66.5, -99.375, -98.125)",0.0,1.0,0.0
8963,-66,-98.75,1.0,0.0,"(-66.5, -65.5, -99.375, -98.125)",0.0,1.0,0.0
8964,-65,-98.75,1.0,0.0,"(-65.5, -64.5, -99.375, -98.125)",0.0,1.0,0.0
8965,-64,-98.75,1.0,0.0,"(-64.5, -63.5, -99.375, -98.125)",0.0,1.0,0.0
8966,-63,-98.75,1.0,0.0,"(-63.5, -62.5, -99.375, -98.125)",0.0,1.0,0.0
8967,-62,-98.75,1.0,0.0,"(-62.5, -61.5, -99.375, -98.125)",0.0,1.0,0.0
8968,-61,-98.75,1.0,0.0,"(-61.5, -60.5, -99.375, -98.125)",0.0,1.0,0.0
8969,-60,-98.75,1.0,0.0,"(-60.5, -59.5, -99.375, -98.125)",0.0,1.0,0.0
8970,-59,-98.75,1.0,0.0,"(-59.5, -58.5, -99.375, -98.125)",0.0,1.0,0.0
8971,-58,-98.75,1.0,0.0,"(-58.5, -57.5, -99.375, -98.125)",0.0,1.0,0.0
8972,-57,-98.75,1.0,0.0,"(-57.5, -56.5, -99.375, -98.125)",0.0,1.0,0.0
8973,-56,-98.75,1.0,0.0,"(-56.5, -55.5, -99.375, -98.125)",0.0,1.0,0.0
8974,-55,-98.75,1.0,0.0,"(-55.5, -54.5, -99.375, -98.125)",0.0,1.0,0.0
8975,-54,-98.75,1.0,0.0,"(-54.5, -53.5, -99.375, -98.125)",0.0,1.0,0.0
8976,-53,-98.75,1.0,0.0,"(-53.5, -52.5, -99.375, -98.125)",0.0,1.0,0.0
8977,-52,-98.75,1.0,0.0,"(-52.5, -51.5, -99.375, -98.125)",0.0,1.0,0.0
8978,-51,-98.75,1.0,0.0,"(-51.5, -50.5, -99.375, -98.125)",0.0,1.0,0.0
8979,-50,-98.75,1.0,0.0,"(-50.5, -49.5, -99.375, -98.125)",0.0,1.0,0.0
8980,-49,-98.75,1.0,0.0,"(-49.5, -48.5, -99.375, -98.125)",0.0,1.0,0.0
8981,-48,-98.75,1.0,0.0,"(-48.5, -47.5, -99.375, -98.125)",0.0,1.0,0.0
8982,-47,-98.75,1.0,0.0,"(-47.5, -46.5, -99.375, -98.125)",0.0,1.0,0.0
8983,-46,-98.75,1.0,0.0,"(-46.5, -45.5, -99.375, -98.125)",0.0,1.0,0.0
8984,-45,-98.75,1.0,0.0,"(-45.5, -44.5, -99.375, -98.125)",0.0,1.0,0.0
8985,-44,-98.75,1.0,0.0,"(-44.5, -43.5, -99.375, -98.125)",0.0,1.0,0.0
8986,-43,-98.75,1.0,0.0,"(-43.5, -42.5, -99.375, -98.125)",0.0,1.0,0.0
8987,-42,-98.75,1.0,0.0,"(-42.5, -41.5, -99.375, -98.125)",0.0,1.0,0.0
8988,-41,-98.75,1.0,0.0,"(-41.5, -40.5, -99.375, -98.125)",0.0,1.0,0.0
8989,-40,-98.75,1.0,0.0,"(-40.5, -39.5, -99.375, -98.125)",0.0,1.0,0.0
8990,-39,-98.75,1.0,0.0,"(-39.5, -38.5, -99.375, -98.125)",0.0,1.0,0.0
8991,-38,-98.75,1.0,0.0,"(-38.5, -37.5, -99.375, -98.125)",0.0,1.0,0.0
8992,-37,-98.75,1.0,0.0,"(-37.5, -36.5, -99.375, -98.125)",0.0,1.0,0.0
8993,-36,-98.75,1.0,0.0,"(-36.5, -35.5, -99.375, -98.125)",0.0,1.0,0.0
8994,-35,-98.75,1.0,0.0,"(-35.5, -34.5, -99.375, -98.125)",0.0,1.0,0.0
8995,-34,-98.75,1.0,0.0,"(-34.5, -33.5, -99.375, -98.125)",0.0,1.0,0.0
8996,-33,-98.75,1.0,0.0,"(-33.5, -32.5, -99.375, -98.125)",0.0,1.0,0.0
8997,-32,-98.75,1.0,0.0,"(-32.5, -31.5, -99.375, -98.125)",0.0,1.0,0.0
8998,-31,-98.75,1.0,0.0,"(-31.5, -30.5, -99.375, -98.125)",0.0,1.0,0.0
8999,-30,-98.75,1.0,0.0,"(-30.5, -29.5, -99.375, -98.125)",0.0,1.0,0.0
9000,-29,-98.75,1.0,0.0,"(-29.5, -28.5, -99.375, -98.125)",0.0,1.0,0.0
9001,-28,-98.75,1.0,0.0,"(-28.5, -27.5, -99.375, -98.125)",0.0,1.0,0.0
9002,-27,-98.75,1.0,0.0,"(-27.5, -26.5, -99.375, -98.125)",0.0,1.0,0.0
9003,-26,-98.75,1.0,0.0,"(-26.5, -25.5, -99.375, -98.125)",0.0,1.0,0.0
9004,-25,-98.75,1.0,0.0,"(-25.5, -24.5, -99.375, -98.125)",0.0,1.0,0.0
9005,-24,-98.75,1.0,0.0,"(-24.5, -23.5, -99.375, -98.125)",0.0,1.0,0.0
9006,-23,-98.75,1.0,0.0,"(-23.5, -22.5, -99.375, -98.125)",0.0,1.0,0.0
9007,-22,-98.75,1.0,0.0,"(-22.5, -21.5, -99.375, -98.125)",0.0,1.0,0.0
9008,-21,-98.75,1.0,0.0,"(-21.5, -20.5, -99.375, -98.125)",0.0,1.0,0.0
9009,-20,-98.75,1.0,0.0,"(-20.5, -19.5, -99.375, -98.125)",0.0,1.0,0.0
9010,-19,-98.75,1.0,0.0,"(-19.5, -18.5, -99.375, -98.125)",0.0,1.0,0.0
9011,-18,-98.75,1.0,0.0,"(-18.5, -17.5, -99.375, -98.125)",0.0,1.0,0.0
9012,-17,-98.75,1.0,0.0,"(-17.5, -16.5, -99.375, -98.125)",0.0,1.0,0.0
9013,-16,-98.75,1.0,0.0,"(-16.5, -15.5, -99.375, -98.125)",0.0,1.0,0.0
9014,-15,-98.75,1.0,0.0,"(-15.5, -14.5, -99.375, -98.125)",0.0,1.0,0.0
9015,-14,-98.75,1.0,0.0,"(-14.5, -13.5, -99.375, -98.125)",0.0,1.0,0.0
9016,-13,-98.75,1.0,0.0,"(-13.5, -12.5, -99.375, -98.125)",0.0,1.0,0.0
9017,-12,-98.75,1.0,0.0,"(-12.5, -11.5, -99.375, -98.125)",0.0,1.0,0.0
9018,-11,-98.75,1.0,0.0,"(-11.5, -10.5, -99.375, -98.125)",0.0,1.0,0.0
9019,-10,-98.75,1.0,0.0,"(-10.5, -9.5, -99.375, -98.125)",0.0,1.0,0.0
9020,-9,-98.75,1.0,0.0,"(-9.5, -8.5, -99.375, -98.125)",0.0,1.0,0.0
9021,-8,-98.75,1.0,0.0,"(-8.5, -7.5, -99.375, -98.125)",0.0,1.0,0.0
9022,-7,-98.75,1.0,0.0,"(-7.5, -6.5, -99.375, -98.125)",0.0,1.0,0.0
9023,-6,-98.75,1.0,0.0,"(-6.5, -5.5, -99.375, -98.125)",0.0,1.0,0.0
9024,-5,-98.75,1.0,0.0,"(-5.5, -4.5, -99.375, -98.125)",0.0,1.0,0.0
9025,-4,-98.75,1.0,0.0,"(-4.5, -3.5, -99.375, -98.125)",0.0,1.0,0.0
9026,-3,-98.75,1.0,0.0,"(-3.5, -2.5, -99.375, -98.125)",0.0,1.0,0.0
9027,-2,-98.75,1.0,0.0,"(-2.5, -1.5, -99.375, -98.125)",0.0,1.0,0.0
9028,-1,-98.75,1.0,0.0,"(-1.5, -0.5, -99.375, -98.125)",0.0,1.0,0.0
9029,0,-98.75,1.0,0.0,"(-0.5, 0.5, -99.375, -98.125)",0.0,1.0,0.0
9030,1,-98.75,1.0,0.0,"(0.5, 1.5, -99.375, -98.125)",0.0,1.0,0.0
9031,2,-98.75,1.0,0.0,"(1.5, 2.5, -99.375, -98.125)",0.0,1.0,0.0
9032,3,-98.75,1.0,0.0,"(2.5, 3.5, -99.375, -98.125)",0.0,1.0,0.0
9033,4,-98.75,1.0,0.0,"(3.5, 4.5, -99.375, -98.125)",0.0,1.0,0.0
9034,5,-98.75,1.0,0.0,"(4.5, 5.5, -99.375, -98.125)",0.0,1.0,0.0
9035,6,-98.75,1.0,0.0,"(5.5, 6.5, -99.375, -98.125)",0.0,1.0,0.0
9036,7,-98.75,1.0,0.0,"(6.5, 7.5, -99.375, -98.125)",0.0,1.0,0.0
9037,8,-98.75,1.0,0.0,"(7.5, 8.5, -99.375, -98.125)",0.0,1.0,0.0
9038,9,-98.75,1.0,0.0,"(8.5, 9.5, -99.375, -98.125)",0.0,1.0,0.0
9039,10,-98.75,1.0,0.0,"(9.5, 10.5, -99.375, -98.125)",0.0,1.0,0.0
9040,11,-98.75,1.0,0.0,"(10.5, 11.5, -99.375, -98.125)",0.0,1.0,0.0
9041,12,-98.75,1.0,0.0,"(11.5, 12.5, -99.375, -98.125)",0.0,1.0,0.0
9042,13,-98.75,1.0,0.0,"(12.5, 13.5, -99.375, -98.125)",0.0,1.0,0.0
9043,14,-98.75,1.0,0.0,"(13.5, 14.5, -99.375, -98.125)",0.0,1.0,0.0
9044,15,-98.75,1.0,0.0,"(14.5, 15.5, -99.375, -98.125)",0.0,1.0,0.0
9045,16,-98.75,1.0,0.0,"(15.5, 16.5, -99.375, -98.125)",0.0,1.0,0.0
9046,17,-98.75,1.0,0.0,"(16.5, 17.5, -99.375, -98.125)",0.0,1.0,0.0
9047,18,-98.75,1.0,0.0,"(17.5, 18.5, -99.375, -98.125)",0.0,1.0,0.0
9048,19,-98.75,1.0,0.0,"(18.5, 19.5, -99.375, -98.125)",0.0,1.0,0.0
9049,20,-98.75,1.0,0.0,"(19.5, 20.5, -99.375, -98.125)",0.0,1.0,0.0
9050,21,-98.75,1.0,0.0,"(20.5, 21.5, -99.375, -98.125)",0.0,1.0,0.0
9051,22,-98.75,1.0,0.0,"(21.5, 22.5, -99.375, -98.125)",0.0,1.0,0.0
9052,23,-98.75,1.0,0.0,"(22.5, 23.5, -99.375, -98.125)",0.0,1.0,0.0
9053,24,-98.75,1.0,0.0,"(23.5, 24.5, -99.375, -98.125)",0.0,1.0,0.0
9054,25,-98.75,1.0,0.0,"(24.5, 25.5, -99.375, -98.125)",0.0,1.0,0.0
9055,26,-98.75,1.0,0.0,"(25.5, 26.5, -99.375, -98.125)",0.0,1.0,0.0
9056,27,-98.75,1.0,0.0,"(26.5, 27.5, -99.375, -98.125)",0.0,1.0,0.0
9057,28,-98.75,1.0,0.0,"(27.5, 28.5, -99.375, -98.125)",0.0,1.0,0.0
9058,29,-98.75,1.0,0.0,"(28.5, 29.5, -99.375, -98.125)",0.0,1.0,0.0
9059,30,-98.75,1.0,0.0,"(29.5, 30.5, -99.375, -98.125)",0.0,1.0,0.0
9060,31,-98.75,1.0,0.0,"(30.5, 31.5, -99.375, -98.125)",0.0,1.0,0.0
9061,32,-98.75,1.0,0.0,"(31.5, 32.5, -99.375, -98.125)",0.0,1.0,0.0
9062,33,-98.75,1.0,0.0,"(32.5, 33.5, -99.375, -98.125)",0.0,1.0,0.0
9063,34,-98.75,1.0,0.0,"(33.5, 34.5, -99.375, -98.125)",0.0,1.0,0.0
9064,35,-98.75,1.0,0.0,"(34.5, 35.5, -99.375, -98.125)",0.0,1.0,0.0
9065,36,-98.75,1.0,0.0,"(35.5, 36.5, -99.375, -98.125)",0.0,1.0,0.0
9066,37,-98.75,1.0,0.0,"(36.5, 37.5, -99.375, -98.125)",0.0,1.0,0.0
9067,38,-98.75,1.0,0.0,"(37.5, 38.5, -99.375, -98.125)",0.0,1.0,0.0
9068,39,-98.75,1.0,0.0,"(38.5, 39.5, -99.375, -98.125)",0.0,1.0,0.0
9069,40,-98.75,1.0,0.0,"(39.5, 40.5, -99.375, -98.125)",0.0,1.0,0.0
9070,41,-98.75,1.0,0.0,"(40.5, 41.5, -99.375, -98.125)",0.0,1.0,0.0
9071,42,-98.75,1.0,0.0,"(41.5, 42.5, -99.375, -98.125)",0.0,1.0,0.0
9072,43,-98.75,1.0,0.0,"(42.5, 43.5, -99.375, -98.125)",0.0,1.0,0.0
9073,44,-98.75,1.0,0.0,"(43.5, 44.5, -99.375, -98.125)",0.0,1.0,0.0
9074,45,-98.75,1.0,0.0,"(44.5, 45.5, -99.375, -98.125)",0.0,1.0,0.0
9075,46,-98.75,1.0,0.0,"(45.5, 46.5, -99.375, -98.125)",0.0,1.0,0.0
9076,47,-98.75,1.0,0.0,"(46.5, 47.5, -99.375, -98.125)",0.0,1.0,0.0
9077,48,-98.75,1.0,0.0,"(47.5, 48.5, -99.375, -98.125)",0.0,1.0,0.0
9078,49,-98.75,1.0,0.0,"(48.5, 49.5, -99.375, -98.125)",0.0,1.0,0.0
9079,50,-98.75,1.0,0.0,"(49.5, 50.5, -99.375, -98.125)",0.0,1.0,0.0
9080,51,-98.75,1.0,0.0,"(50.5, 51.5, -99.375, -98.125)",0.0,1.0,0.0
9081,52,-98.75,1.0,0.0,"(51.5, 52.5, -99.375, -98.125)",0.0,1.0,0.0
9082,53,-98.75,1.0,0.0,"(52.5, 53.5, -99.375, -98.125)",0.0,1.0,0.0
9083,54,-98.75,1.0,0.0,"(53.5, 54.5, -99.375, -98.125)",0.0,1.0,0.0
9084,55,-98.75,1.0,0.0,"(54.5, 55.5, -99.375, -98.125)",0.0,1.0,0.0
9085,56,-98.75,1.0,0.0,"(55.5, 56.5, -99.375, -98.125)",0.0,1.0,0.0
9086,57,-98.75,1.0,0.0,"(56.5, 57.5, -99.375, -98.125)",0.0,1.0,0.0
9087,58,-98.75,1.0,0.0,"(57.5, 58.5, -99.375, -98.125)",0.0,1.0,0.0
9088,59,-98.75,1.0,0.0,"(58.5, 59.5, -99.375, -98.125)",0.0,1.0,0.0
9089,60,-98.75,1.0,0.0,"(59.5, 60.5, -99.375, -98.125)",0.0,1.0,0.0
9090,61,-98.75,1.0,0.0,"(60.5, 61.5, -99.375, -98.125)",0.0,1.0,0.0
9091,62,-98.75,1.0,0.0,"(61.5, 62.5, -99.375, -98.125)",0.0,1.0,0.0
9092,63,-98.75,1.0,0.0,"(62.5, 63.5, -99.375, -98.125)",0.0,1.0,0.0
9093,64,-98.75,1.0,0.0,"(63.5, 64.5, -99.375, -98.125)",0.0,1.0,0.0
9094,65,-98.75,1.0,0.0,"(64.5, 65.5, -99.375, -98.125)",0.0,1.0,0.0
9095,66,-98.75,1.0,0.0,"(65.5, 66.5, -99.375, -98.125)",0.0,1.0,0.0
9096,67,-98.75,1.0,0.0,"(66.5, 67.5, -99.375, -98.125)",0.0,1.0,0.0
9097,68,-98.75,1.0,0.0,"(67.5, 68.5, -99.375, -98.125)",0.0,1.0,0.0
9098,69,-98.75,1.0,0.0,"(68.5, 69.5, -99.375, -98.125)",0.0,1.0,0.0
9099,70,-98.75,1.0,0.0,"(69.5, 70.5, -99.375, -98.125)",0.0,1.0,0.0
9100,-69,-97.5,1.0,0.0,"(-69.5, -68.5, -98.125, -96.875)",0.0,1.0,0.0
9101,-68,-97.5,1.0,0.0,"(-68.5, -67.5, -98.125, -96.875)",0.0,1.0,0.0
9102,-67,-97.5,1.0,0.0,"(-67.5, -66.5, -98.125, -96.875)",0.0,1.0,0.0
9103,-66,-97.5,1.0,0.0,"(-66.5, -65.5, -98.125, -96.875)",0.0,1.0,0.0
9104,-65,-97.5,1.0,0.0,"(-65.5, -64.5, -98.125, -96.875)",0.0,1.0,0.0
9105,-64,-97.5,1.0,0.0,"(-64.5, -63.5, -98.125, -96.875)",0.0,1.0,0.0
9106,-63,-97.5,1.0,0.0,"(-63.5, -62.5, -98.125, -96.875)",0.0,1.0,0.0
9107,-62,-97.5,1.0,0.0,"(-62.5, -61.5, -98.125, -96.875)",0.0,1.0,0.0
9108,-61,-97.5,1.0,0.0,"(-61.5, -60.5, -98.125, -96.875)",0.0,1.0,0.0
9109,-60,-97.5,1.0,0.0,"(-60.5, -59.5, -98.125, -96.875)",0.0,1.0,0.0
9110,-59,-97.5,1.0,0.0,"(-59.5, -58.5, -98.125, -96.875)",0.0,1.0,0.0
9111,-58,-97.5,1.0,0.0,"(-58.5, -57.5, -98.125, -96.875)",0.0,1.0,0.0
9112,-57,-97.5,1.0,0.0,"(-57.5, -56.5, -98.125, -96.875)",0.0,1.0,0.0
9113,-56,-97.5,1.0,0.0,"(-56.5, -55.5, -98.125, -96.875)",0.0,1.0,0.0
9114,-55,-97.5,1.0,0.0,"(-55.5, -54.5, -98.125, -96.875)",0.0,1.0,0.0
9115,-54,-97.5,1.0,0.0,"(-54.5, -53.5, -98.125, -96.875)",0.0,1.0,0.0
9116,-53,-97.5,1.0,0.0,"(-53.5, -52.5, -98.125, -96.875)",0.0,1.0,0.0
9117,-52,-97.5,1.0,0.0,"(-52.5, -51.5, -98.125, -96.875)",0.0,1.0,0.0
9118,-51,-97.5,1.0,0.0,"(-51.5, -50.5, -98.125, -96.875)",0.0,1.0,0.0
9119,-50,-97.5,1.0,0.0,"(-50.5, -49.5, -98.125, -96.875)",0.0,1.0,0.0
9120,-49,-97.5,1.0,0.0,"(-49.5, -48.5, -98.125, -96.875)",0.0,1.0,0.0
9121,-48,-97.5,1.0,0.0,"(-48.5, -47.5, -98.125, -96.875)",0.0,1.0,0.0
9122,-47,-97.5,1.0,0.0,"(-47.5, -46.5, -98.125, -96.875)",0.0,1.0,0.0
9123,-46,-97.5,1.0,0.0,"(-46.5, -45.5, -98.125, -96.875)",0.0,1.0,0.0
9124,-45,-97.5,1.0,0.0,"(-45.5, -44.5, -98.125, -96.875)",0.0,1.0,0.0
9125,-44,-97.5,1.0,0.0,"(-44.5, -43.5, -98.125, -96.875)",0.0,1.0,0.0
9126,-43,-97.5,1.0,0.0,"(-43.5, -42.5, -98.125, -96.875)",0.0,1.0,0.0
9127,-42,-97.5,1.0,0.0,"(-42.5, -41.5, -98.125, -96.875)",0.0,1.0,0.0
9128,-41,-97.5,1.0,0.0,"(-41.5, -40.5, -98.125, -96.875)",0.0,1.0,0.0
9129,-40,-97.5,1.0,0.0,"(-40.5, -39.5, -98.125, -96.875)",0.0,1.0,0.0
9130,-39,-97.5,1.0,0.0,"(-39.5, -38.5, -98.125, -96.875)",0.0,1.0,0.0
9131,-38,-97.5,1.0,0.0,"(-38.5, -37.5, -98.125, -96.875)",0.0,1.0,0.0
9132,-37,-97.5,1.0,0.0,"(-37.5, -36.5, -98.125, -96.875)",0.0,1.0,0.0
9133,-36,-97.5,1.0,0.0,"(-36.5, -35.5, -98.125, -96.875)",0.0,1.0,0.0
9134,-35,-97.5,1.0,0.0,"(-35.5, -34.5, -98.125, -96.875)",0.0,1.0,0.0
9135,-34,-97.5,1.0,0.0,"(-34.5, -33.5, -98.125, -96.875)",0.0,1.0,0.0
9136,-33,-97.5,1.0,0.0,"(-33.5, -32.5, -98.125, -96.875)",0.0,1.0,0.0
9137,-32,-97.5,1.0,0.0,"(-32.5, -31.5, -98.125, -96.875)",0.0,1.0,0.0
9138,-31,-97.5,1.0,0.0,"(-31.5, -30.5, -98.125, -96.875)",0.0,1.0,0.0
9139,-30,-97.5,1.0,0.0,"(-30.5, -29.5, -98.125, -96.875)",0.0,1.0,0.0
9140,-29,-97.5,1.0,0.0,"(-29.5, -28.5, -98.125, -96.875)",0.0,1.0,0.0
9141,-28,-97.5,1.0,0.0,"(-28.5, -27.5, -98.125, -96.875)",0.0,1.0,0.0
9142,-27,-97.5,1.0,0.0,"(-27.5, -26.5, -98.125, -96.875)",0.0,1.0,0.0
9143,-26,-97.5,1.0,0.0,"(-26.5, -25.5, -98.125, -96.875)",0.0,1.0,0.0
9144,-25,-97.5,1.0,0.0,"(-25.5, -24.5, -98.125, -96.875)",0.0,1.0,0.0
9145,-24,-97.5,1.0,0.0,"(-24.5, -23.5, -98.125, -96.875)",0.0,1.0,0.0
9146,-23,-97.5,1.0,0.0,"(-23.5, -22.5, -98.125, -96.875)",0.0,1.0,0.0
9147,-22,-97.5,1.0,0.0,"(-22.5, -21.5, -98.125, -96.875)",0.0,1.0,0.0
9148,-21,-97.5,1.0,0.0,"(-21.5, -20.5, -98.125, -96.875)",0.0,1.0,0.0
9149,-20,-97.5,1.0,0.0,"(-20.5, -19.5, -98.125, -96.875)",0.0,1.0,0.0
9150,-19,-97.5,1.0,0.0,"(-19.5, -18.5, -98.125, -96.875)",0.0,1.0,0.0
9151,-18,-97.5,1.0,0.0,"(-18.5, -17.5, -98.125, -96.875)",0.0,1.0,0.0
9152,-17,-97.5,1.0,0.0,"(-17.5, -16.5, -98.125, -96.875)",0.0,1.0,0.0
9153,-16,-97.5,1.0,0.0,"(-16.5, -15.5, -98.125, -96.875)",0.0,1.0,0.0
9154,-15,-97.5,1.0,0.0,"(-15.5, -14.5, -98.125, -96.875)",0.0,1.0,0.0
9155,-14,-97.5,1.0,0.0,"(-14.5, -13.5, -98.125, -96.875)",0.0,1.0,0.0
9156,-13,-97.5,1.0,0.0,"(-13.5, -12.5, -98.125, -96.875)",0.0,1.0,0.0
