lat,lng,pvalue,value
-69,-178.75,0.78667731074762203836,0.63315948603469418554
-68,-178.75,0.96482954653529706679,0.35654397035838836238
-67,-178.75,0.90029590884411481166,0.48605592289181043242
-66,-178.75,0.77885804728910490446,0.64196787066065319483
-65,-178.75,0.5902343586054408231,0.8395810005204030757
-64,-178.75,0.54191711853248647479,0.88968816777417514263
-63,-178.75,0.75174347104898064931,0.67183117623978061417
-62,-178.75,0.69330080574387631387,0.73369178184460337455
-61,-178.75,0.70942869635356409219,0.71686973254991259719
-60,-178.75,0.52714905870590966774,0.90522827038744380079
-59,-178.75,0.4554425482604569364,0.98310094565089944929
-58,-178.75,0.20284444989178335161,1.3386753703095068957
-57,-178.75,0.12164248304956992719,1.5295841695597616194
-56,-178.75,0.078503949556552293787,1.6817375013085795743
-55,-178.75,0.086393497706579641671,1.6491783697013284726
-54,-178.75,0.086310728220220372942,1.6495060795511571339
-53,-178.75,0.089678659043565020492,1.6363892428984385674
-52,-178.75,0.080690718211905848589,1.6724332906657994879
-51,-178.75,0.014228319922197696368,2.2176903649738513025
-50,-178.75,0.0080112586941549976394,2.3849063916189141565
-49,-178.75,0.04354969845577633808,1.8750417230062841334
-48,-178.75,0.032678944187558990608,1.9656049861393853906
-47,-178.75,0.018002607573978264555,2.1476951393862351303
-46,-178.75,0.034678605447135017747,1.9470435938169485812
-45,-178.75,0.066871177762337197237,1.7354873303156324038
-44,-178.75,0.096296346344659125571,1.6118274412912527715
-43,-178.75,0.10778264901133055575,1.572490898070054488
-42,-178.75,0.071542119306335374973,1.7129734853109990222
-41,-178.75,0.034675284247259900716,1.9470735940179508816
-40,-178.75,0.027249159108103337273,2.0218874926335881348
-39,-178.75,0.016032240580947237918,2.1822980849813160553
-38,-178.75,0.016040586148069514022,2.1821432552405459759
-37,-178.75,0.080936477259415148811,1.671401636968944171
-36,-178.75,0.051957978067707757952,1.8182754499775959367
-35,-178.75,0.017295945518951690717,2.1596760327048314387
-34,-178.75,0.12267209634068329538,1.5265667949857777419
-33,-178.75,0.64224015622308172624,0.78627620204743242649
-32,-178.75,0.80065806766158076346,0.61714593267504558316
-31,-178.75,0.87104350526185503334,0.52891650602895723399
-30,-178.75,0.89169106001012399254,0.49923109790262576446
-29,-178.75,0.87287193792169737172,0.52638233815807822236
-28,-178.75,0.92619040062463853236,0.44241668104944326112
-27,-178.75,0.91852867323497555674,0.45607177790827785335
-26,-178.75,0.91838547804128789487,0.45632026324655605709
-25,-178.75,0.77071693121769047075,0.65103852181570609492
-24,-178.75,0.36273267595847208389,1.0933369443088858386
-23,-178.75,0.19276026634258758286,1.3585320432904157695
-22,-178.75,0.49171159635351791017,0.94313704829004796348
-21,-178.75,0.29783893223748242329,1.1811953424979635408
-20,-178.75,0.097185072319608489799,1.60864213054159233
-19,-178.75,0.034492057416396527947,1.9487327930006161925
-18,-178.75,0.0065901182251120824646,2.4407100976324382913
-17,-178.75,0.0047668368601743293239,2.5322360021927314833
-16,-178.75,0.025639310839197862468,2.0405868691691275707
-15,-178.75,0.14080194558577929786,1.4766698387606151943
-14,-178.75,0.20373105460650817178,1.3369671623209999911
-13,-178.75,0.19262220623455170165,1.3588095596666400766
-12,-178.75,0.1880292904497923856,1.3681335736372339795
-11,-178.75,0.092403440711652323758,1.6260900271956995056
-10,-178.75,0.033234147203601759057,1.9603484655800131886
-9,-178.75,0.012462248583599387988,2.2567122177028888785
-8,-178.75,0.0098622532850248922215,2.324947489696616465
-7,-178.75,0.0067746983144857837733,2.4328456834571001721
-6,-178.75,0.0026625123435491740431,2.6939332776431372807
-5,-178.75,0.0001803778307050220612,3.4060673060137092172
-4,-178.75,7.527380436452017667e-05,3.628221842261198482
-3,-178.75,4.7627117942801646549e-05,3.7432450045981067177
-2,-178.75,0.00010955199977124239206,3.5332577620325813506
-1,-178.75,1.2889582950349171117e-05,4.0673400860640445131
0,-178.75,5.080425461844936141e-06,4.294809339844044338
1,-178.75,2.0437657725936478638e-06,4.5149471707813741972
2,-178.75,2.3310141064308975288e-05,3.9211701692553164733
3,-178.75,0.00025115490591542152365,3.32095395556082007
4,-178.75,0.012632663934731922645,2.2527260300207632149
5,-178.75,0.37226844011710702453,1.0813038556460208284
6,-178.75,0.48024497183154435387,0.95562814711071120133
7,-178.75,0.0023894011327295367614,2.7236120883887116051
8,-178.75,1.129991889830343913e-05,4.0996578417462155031
9,-178.75,0.001120428109886719651,2.9284643015113909215
10,-178.75,0.042611301643332842592,1.8819859662675821887
11,-178.75,0.2292183772376576445,1.2901727468355563833
12,-178.75,0.53025508084387307228,0.90194881758786327186
13,-178.75,0.80755911479310271694,0.60910188571647283506
14,-178.75,0.86106042713385311238,0.54247549424478980207
15,-178.75,0.75106516617395369106,0.67256646248993345871
16,-178.75,0.47302256030224176797,0.96356100396968735744
17,-178.75,0.19701409785624698912,1.3500578188596459306
18,-178.75,0.029732709561643946156,1.9949631014897772907
19,-178.75,0.021701161595663688575,2.0914018682512058867
20,-178.75,0.024712941687708923216,2.0518491025603586841
21,-178.75,0.029585443877661748296,1.9965003006556811815
22,-178.75,0.024481687930636656519,2.0547218947896479513
23,-178.75,0.0092972280360852539716,2.3420262716100994638
24,-178.75,0.013867246255958217901,2.2252808211647794323
25,-178.75,0.049762641675894635218,1.8322403857620863654
26,-178.75,0.087537000143022555831,1.6446789404875912233
27,-178.75,0.063666747329815379097,1.7517616910416839993
28,-178.75,0.045323924137099264042,1.8622781648568882407
29,-178.75,0.025662109358067158177,2.0403145076168440752
30,-178.75,0.046815936805175081825,1.8518932539677626092
31,-178.75,0.13295669985793720502,1.4975525600711208085
32,-178.75,0.24313473634251422939,1.2662901078505912622
33,-178.75,0.43967715976624627272,1.0009306637458654787
34,-178.75,0.35075901691212935107,1.1087275328271841701
