lat,lng,pvalue,value
-69,-178.75,0.21025713287311434407,1.4637011298711679608
-68,-178.75,0.12866431140137282729,1.7850394967564773285
-67,-178.75,0.21534125615812313437,1.4476513248162623526
-66,-178.75,0.33266146982588712389,1.1460899084768263467
-65,-178.75,0.2872759065375599663,1.2500526023702980272
-64,-178.75,0.43384033199210503273,0.94983931104592911332
-63,-178.75,0.87928134923531187095,0.29820193786302373606
-62,-178.75,0.96678552642848958332,0.14145394781833589559
-61,-178.75,0.92388595962334696399,0.22617430884612058084
-60,-178.75,0.652306587377736391,0.6143128672371065413
-59,-178.75,0.78025525480305191195,0.43936519214042329962
-58,-178.75,0.74918214545748451627,0.48175176807460040607
-57,-178.75,0.45625684262771326605,0.91111246716390414946
-56,-178.75,0.17680153090719061271,1.5788430917385660734
-55,-178.75,0.092156175768154727224,1.9960670325892984067
-54,-178.75,0.056865778588709468833,2.293806946394587154
-53,-178.75,0.030813405638923773572,2.6620934551484687347
-52,-178.75,0.096270306437302943792,1.9687214610963810202
-51,-178.75,0.16874814877144658776,1.6094646467294151382
-50,-178.75,0.25525319149728264989,1.3320376613528901455
-49,-178.75,0.13781544940998696758,1.7409415531458893867
-48,-178.75,0.1265276475158856051,1.7957507704670674364
-47,-178.75,0.19261339021498244395,1.5222023027911677495
-46,-178.75,0.50123675329882155793,0.83720142486212656419
-45,-178.75,0.57941859299265585648,0.71807417592397615458
-44,-178.75,0.22907195307036268273,1.4059139887042007011
-43,-178.75,0.32843829490614140365,1.1552539638796583965
-42,-178.75,0.45567575226971523961,0.91209917221186653791
-41,-178.75,0.18539459475332681349,1.5475234837515956521
-40,-178.75,0.20163207544627836931,1.4917309609375615231
-39,-178.75,0.15505828725406067825,1.6646890446578377354
-38,-178.75,0.12263907348827407517,1.8156801024392457133
-37,-178.75,0.19196384521326936845,1.5244456642240080679
-36,-178.75,0.46078751232872117161,0.9034491778225487435
-35,-178.75,0.22875614480833023068,1.4068490235292709922
-34,-178.75,0.043226571997026404237,2.4597812045393614433
-33,-178.75,0.012502715069249043314,3.1903372400635592321
-32,-178.75,0.0043470867768018155858,3.7943481611457392511
-31,-178.75,0.00095776375681871353182,4.6406146197541771059
-30,-178.75,0.00010967213472967684022,5.8280796142853121822
-29,-178.75,5.0947006005586129788e-05,6.2432034204561803747
-28,-178.75,0.00012196081020274982486,5.7703989794763224097
-27,-178.75,3.1906203153604062689e-05,6.4955669753063922656
-26,-178.75,1.9221619342390139118e-05,6.7680554314133924976
-25,-178.75,1.8074919966139661493e-05,6.8010771448626874403
-24,-178.75,8.9563184510688259045e-07,8.4026142742030067723
-23,-178.75,3.2331688583085836575e-07,8.9414445486009199726
-22,-178.75,1.6930447128959301657e-06,8.0649008929028234149
-21,-178.75,2.07199241691125921e-07,9.1762007535123650825
-20,-178.75,6.4677152116686646902e-07,8.5749699976121114275
-19,-178.75,2.4045289769764313019e-05,6.6477587278242848967
-18,-178.75,9.2046030926970476868e-06,7.1626563762395534241
-17,-178.75,1.1954911583700902263e-06,8.249551536223691528
-16,-178.75,1.3693930907289477609e-06,8.1775125029527302445
-15,-178.75,2.5516986956707916602e-05,6.6158166804224762814
-14,-178.75,0.0038424698685711852937,3.8640994845597234075
-13,-178.75,0.16630993730607088188,1.6189958111562217091
-12,-178.75,0.33358043770110945569,1.1441083008178374314
-11,-178.75,0.1132548339046224456,1.8662933855685062134
-10,-178.75,0.0011816369295006561458,4.5241267009902710328
-9,-178.75,9.4882040805623869272e-07,8.3720496640150248169
-8,-178.75,1.6965539779371267847e-09,11.694395164483063709
-7,-178.75,1.2019857311930127592e-12,15.454982238932815974
-6,-178.75,1.5474617005020072741e-12,15.324557668340904826
-5,-178.75,2.4465445799155190547e-10,12.702358471354431302
-4,-178.75,1.466037337925288434e-08,10.56764543939039136
-3,-178.75,1.3804315971304401653e-07,9.3901952591134687509
-2,-178.75,1.8992805094157852774e-06,8.0038508528709755296
-1,-178.75,3.8600036486857382159e-05,6.3929519768678053637
0,-178.75,0.0001826592276702984673,5.5505961335859019812
1,-178.75,0.0010525772288031069561,4.5883025427018102604
2,-178.75,0.0025258755538498916388,4.1002081249757873493
3,-178.75,0.002674681133019477311,4.0680829612455786659
4,-178.75,0.015480001549272490516,3.0664640698144789432
5,-178.75,0.051555165178684719818,2.3533765524520560142
6,-178.75,0.064166699101008708994,2.2200306117969534903
7,-178.75,0.0033971185772585245875,3.9335925383253185217
8,-178.75,5.3466011489592208869e-05,6.2171367881599524097
9,-178.75,5.6761261252953268956e-06,7.4209499502576452556
10,-178.75,6.489929202332945775e-05,6.1123825277241170539
11,-178.75,0.00035365360959240514259,5.1894792676256464858
12,-178.75,0.004409281802172846515,3.7863082243400723037
13,-178.75,0.021282261674417275732,2.8805305990884932932
14,-178.75,0.027820988885895403531,2.7226593095253242005
15,-178.75,0.098722066164279947964,1.9529408008380260142
16,-178.75,0.21616063084243319903,1.4450960000728645394
17,-178.75,0.035377527824136105472,2.5798539053727616022
18,-178.75,0.00023358247543388404861,5.4164276714012338232
19,-178.75,4.0270618515122784864e-06,7.6039885242259224185
20,-178.75,3.2502094038792406769e-06,7.7181411810495612613
21,-178.75,7.7471583144310411976e-07,8.4794263626681747326
22,-178.75,2.9682082959243032469e-07,8.9865813176644078197
23,-178.75,2.1765645202223405779e-07,9.1502388881050364944
24,-178.75,4.5200293685267893179e-07,8.7644546695197202979
25,-178.75,3.2279504987510346563e-08,10.153955888656346573
26,-178.75,2.2430741701862194855e-08,10.344834754635478191
27,-178.75,3.5607846688333053607e-08,10.102466843221678872
28,-178.75,3.3914577332267166447e-08,10.128031540667457477
29,-178.75,4.9249143662371296808e-08,9.9322095656603970326
30,-178.75,8.0183695729243352018e-06,7.2364315893950550418
31,-178.75,0.00013532379520746865855,5.7138869863508592317
32,-178.75,0.00060353393172605834978,4.8957318596776771003
33,-178.75,0.0047573246691123066351,3.7432763434887257326
34,-178.75,0.078991387458330494797,2.0919959181090530542
35,-178.75,0.25627236242090212226,1.3292965905679603456
36,-178.75,0.40946390155019896095,0.99363233852058707729
37,-178.75,0.44535277481551938106,0.92977717461222242346
38,-178.75,0.22153266207003555199,1.4285505721245010946
39,-178.75,0.14145533180567526621,1.7241456712410434537
40,-178.75,0.20793574048345669913,1.4711436331555785006
41,-178.75,0.70988108417375417325,0.53519964736847092102
42,-178.75,0.97412883798282390302,0.12337973010383371242
43,-178.75,0.78336931529088060788,0.43509613598431118309
44,-178.75,0.61248061641539852662,0.67033953662101253279
45,-178.75,0.62773941035154923185,0.64870725928899142243
46,-178.75,0.42260873607645343952,0.96978637459348937533
47,-178.75,0.22783312983756112691,1.409588336787886087
48,-178.75,0.11999203564972132918,1.8295832356545722597
49,-178.75,0.23442017074886331574,1.3902475854794964505
50,-178.75,0.49210529012365389345,0.85183713477430567096
51,-178.75,0.24766667299352601583,1.3527429463254201369
52,-178.75,0.46753776648326150767,0.89212787661653880633
53,-178.75,0.59093419359746057751,0.70130179829324079677
54,-178.75,0.7865750218616517353,0.43069575038264518163
55,-178.75,0.79029940138966048302,0.42557552610749438404
56,-178.75,0.9400151093746028641,0.19706481402917014334
57,-178.75,0.80934248625485849526,0.39923433528518081914
58,-178.75,0.62728072928931233321,0.64935429241094710928
59,-178.75,0.76897044822837112843,0.45479636290258684816
60,-178.75,0.92959132541611255718,0.21613636295593999237
61,-178.75,0.97007033962900224289,0.13359155126049995777
62,-178.75,0.87136091412073102269,0.31016350150263610752
63,-178.75,0.74437810660990888501,0.48828417492025300017
64,-178.75,0.61515520109188437381,0.66653122001616627035
65,-178.75,0.53945746740294620025,0.77770008348730168546
66,-178.75,0.44783314125785944615,0.92550337192898168848
67,-178.75,0.74046877890842877079,0.49359841085919348158
68,-178.75,0.58511444160354053601,0.70975744125558393183
69,-178.75,0.6091904408000283766,0.67503453386528700086
70,-178.75,0.52410437634525819384,0.80127999918375769628
-69,-177.5,0.25213521051021042796,1.3404823158698484509
-68,-177.5,0.16740489672571495783,1.6147000057187974598
-67,-177.5,0.30244181371055456342,1.2138894300844069729
-66,-177.5,0.31451010996289441302,1.1861742095850755785
-65,-177.5,0.37042651776419688314,1.0680354479355793629
-64,-177.5,0.54076348353833381122,0.77571275177704857029
-63,-177.5,0.92578544840795007342,0.22286038230354923706
-62,-177.5,0.92658871116683294566,0.2214507598353534501
-61,-177.5,0.96530716345837519476,0.14489130273442379915
-60,-177.5,0.6642262161041725399,0.59778885145761984088
-59,-177.5,0.68000090601698537363,0.57605491096288019559
-58,-177.5,0.78444096556588960301,0.43362577610275127027
-57,-177.5,0.36538089207862844976,1.0780880715714482587
-56,-177.5,0.13313072663736419399,1.7631683264419384383
-55,-177.5,0.095733814330479186094,1.9722246500020801374
