lat,lng,pvalue,inside,group,rect,drywet
23,-177.5,0.055944664932388130096,true,dry#0,[object Object],
24,-177.5,0.0029842158399253520575,true,dry#0,[object Object],
25,-177.5,0.00031496219105707067443,true,dry#0,[object Object],
26,-177.5,0.00059163646285822081138,true,dry#0,[object Object],
27,-177.5,0.00065615649148608443976,true,dry#0,[object Object],
28,-177.5,4.5156812049398297956e-05,true,dry#0,[object Object],
29,-177.5,0.00010665388761631436234,false,,[object Object],
30,-177.5,0.0014616718406581805448,false,,[object Object],
31,-177.5,0.0087869472366456369272,false,,[object Object],
32,-177.5,0.015083335759174670843,false,,[object Object],
33,-177.5,0.0076862463625235995582,false,,[object Object],
34,-177.5,0.00035222150428989017516,false,,[object Object],
35,-177.5,0.0019926983345035904037,false,,[object Object],
36,-177.5,0.043740434761671678765,false,,[object Object],
37,-177.5,0.017039705299123998616,false,,[object Object],
38,-177.5,0.002867660474536570369,false,,[object Object],
39,-177.5,0.00970516089221837297,false,,[object Object],
40,-177.5,0.007765212397473561512,false,,[object Object],
41,-177.5,0.067643614932824780439,false,,[object Object],
42,-177.5,0.3048120537671783481,false,,[object Object],
43,-177.5,0.40425566393528361564,false,,[object Object],
44,-177.5,0.058608538498542223083,false,,[object Object],
45,-177.5,0.015866583325385145986,false,,[object Object],
46,-177.5,0.0051922726444528916057,false,,[object Object],
47,-177.5,0.0065910360685593185823,false,,[object Object],
48,-177.5,0.0086598270806114222009,false,,[object Object],
49,-177.5,0.1286465955536398309,false,,[object Object],
50,-177.5,0.40315453676134543892,false,,[object Object],
51,-177.5,0.43263226370001700571,false,,[object Object],
52,-177.5,0.28889394573611854034,false,,[object Object],
53,-177.5,0.098749048242313591794,false,,[object Object],
54,-177.5,0.062594045069863324393,false,,[object Object],
55,-177.5,0.16432994330261366245,false,,[object Object],
56,-177.5,0.16259247462569895171,false,,[object Object],
57,-177.5,0.11003595291069251383,false,,[object Object],
58,-177.5,0.54447374727377750858,false,,[object Object],
59,-177.5,0.70833960931108030934,false,,[object Object],
60,-177.5,0.3171351158321528696,false,,[object Object],
61,-177.5,0.083780865275088919897,false,,[object Object],
62,-177.5,0.0077850150167338913465,false,,[object Object],
63,-177.5,0.038952238141117284664,false,,[object Object],
64,-177.5,0.055082690873839157408,false,,[object Object],
65,-177.5,0.0013965908227276252473,false,,[object Object],
66,-177.5,0.0034810615725413525737,false,,[object Object],
67,-177.5,0.18853181722239725771,false,,[object Object],
68,-177.5,0.11225530238411714212,false,,[object Object],
69,-177.5,0.0073526833436757879636,false,,[object Object],
70,-177.5,0.002195187272944572679,false,,[object Object],
-69,-176.25,0.0067308746723655776822,false,,[object Object],
-68,-176.25,0.00013044994288715025814,false,,[object Object],
-67,-176.25,7.3723697954249136342e-05,false,,[object Object],
-66,-176.25,0.0010369339069112202493,false,,[object Object],
-65,-176.25,0.082946608804963059547,false,,[object Object],
-64,-176.25,0.34627454174172428436,false,,[object Object],
-63,-176.25,0.65570372333413473598,false,,[object Object],
-62,-176.25,0.22987807074102251104,false,,[object Object],
-61,-176.25,0.031919542863659743082,false,,[object Object],
-60,-176.25,0.0070856792027876504964,false,,[object Object],
-59,-176.25,0.0029005114009562371104,false,,[object Object],
-58,-176.25,0.0021660001238177168867,false,,[object Object],
-57,-176.25,0.0058365811100895828231,false,,[object Object],
-56,-176.25,0.044268035605560696055,false,,[object Object],
-55,-176.25,0.040230958658909639347,false,,[object Object],
-54,-176.25,0.044651915004904341178,false,,[object Object],
-53,-176.25,0.062356189680250397045,false,,[object Object],
-52,-176.25,0.097312013922025888957,false,,[object Object],
-51,-176.25,0.034518807402185776312,false,,[object Object],
-50,-176.25,0.04703921391108192851,false,,[object Object],
-49,-176.25,0.00129341804724362173,false,,[object Object],
-48,-176.25,0.00025603126996210523068,false,,[object Object],
-47,-176.25,0.0002250698537231514678,false,,[object Object],
-46,-176.25,1.0665097524873248282e-05,false,,[object Object],
-45,-176.25,0.0001553043182723712562,false,,[object Object],
-44,-176.25,0.00050386255071777530552,false,,[object Object],
-43,-176.25,3.9474524827296295472e-05,false,,[object Object],
-42,-176.25,1.1416708385935599268e-05,false,,[object Object],
-41,-176.25,4.2030841827971754518e-05,false,,[object Object],
-40,-176.25,0.000312695389350925077,false,,[object Object],
-39,-176.25,0.0019342574274863839554,false,,[object Object],
-38,-176.25,0.013809503614683858383,false,,[object Object],
-37,-176.25,0.028057440385641063685,false,,[object Object],
-36,-176.25,0.0068200263118032948551,false,,[object Object],
-35,-176.25,0.048080200416263416119,false,,[object Object],
-34,-176.25,0.091503839474470535786,false,,[object Object],
-33,-176.25,0.29530692202299074767,false,,[object Object],
-32,-176.25,0.22564945604341687946,false,,[object Object],
-31,-176.25,0.019832920608829213149,false,,[object Object],
-30,-176.25,0.0037683153433306511813,true,dry#0,[object Object],
-29,-176.25,0.00040549360751199127646,true,dry#0,[object Object],
-28,-176.25,6.656619672292115545e-05,true,dry#0,[object Object],
-27,-176.25,0.00015252718056729666824,true,dry#0,[object Object],
-26,-176.25,0.00048088571530518722146,true,dry#0,[object Object],
-25,-176.25,2.2717234996042816932e-05,true,dry#0,[object Object],
-24,-176.25,7.7921148654661335966e-06,true,dry#0,[object Object],
-23,-176.25,2.2009086611206563949e-06,true,dry#0,[object Object],
-22,-176.25,9.3094989003059976486e-06,false,,[object Object],
-21,-176.25,5.2841520348829675762e-05,false,,[object Object],
-20,-176.25,0.00044668742649876878436,false,,[object Object],
-19,-176.25,0.00011997944320575365702,false,,[object Object],
-18,-176.25,4.1808225317254544447e-06,false,,[object Object],
-17,-176.25,5.3519447733117081793e-05,false,,[object Object],
-16,-176.25,0.0046091917739115497582,false,,[object Object],
-15,-176.25,0.00036122695817643367747,false,,[object Object],
-14,-176.25,0.27684977847280828334,false,,[object Object],
-13,-176.25,0.31155498662374464525,false,,[object Object],
-12,-176.25,0.61740408434085480849,false,,[object Object],
-11,-176.25,0.29865739260883222839,false,,[object Object],
-10,-176.25,0.021512113632505335675,false,,[object Object],
-9,-176.25,0.0025484826684010622802,false,,[object Object],
-8,-176.25,4.6948482017348085464e-05,false,,[object Object],
-7,-176.25,5.0591563793736792463e-09,false,,[object Object],
-6,-176.25,2.0842970705848695221e-11,false,,[object Object],
-5,-176.25,4.9537976020228927893e-13,true,wet#11,[object Object],
-4,-176.25,3.4432004239453675094e-17,true,wet#11,[object Object],
-3,-176.25,4.2051088149112773869e-20,true,wet#11,[object Object],
-2,-176.25,3.7263914521453420886e-24,true,wet#11,[object Object],
-1,-176.25,5.1710526106074446804e-27,true,wet#11,[object Object],
0,-176.25,8.9025190290258430684e-25,true,wet#11,[object Object],
1,-176.25,3.781677816270086305e-26,true,wet#11,[object Object],
2,-176.25,2.8517106913134152888e-28,true,wet#11,[object Object],
3,-176.25,2.1077467816949293548e-15,true,wet#11,[object Object],
4,-176.25,1.0082118145905629008e-08,true,wet#11,[object Object],
5,-176.25,1.3693054840107706066e-05,true,wet#11,[object Object],
6,-176.25,0.0024767414512927039133,false,,[object Object],
7,-176.25,0.0011543220180900983732,false,,[object Object],
8,-176.25,0.00048017870557395028177,false,,[object Object],
9,-176.25,4.2359052216672011561e-05,false,,[object Object],
10,-176.25,0.00045122650933987441466,false,,[object Object],
11,-176.25,0.0033345586233514265193,false,,[object Object],
12,-176.25,0.017406075506614146486,false,,[object Object],
13,-176.25,0.0040696583010630671406,false,,[object Object],
14,-176.25,0.0057191062042892260031,true,dry#0,[object Object],
15,-176.25,0.011738114428342617465,true,dry#0,[object Object],
16,-176.25,0.0010959568354044562592,true,dry#0,[object Object],
17,-176.25,0.059510413129373815333,true,dry#0,[object Object],
18,-176.25,0.11167412663425760333,true,dry#0,[object Object],
19,-176.25,2.6420003413514342e-05,true,dry#0,[object Object],
20,-176.25,1.7346114084197830987e-05,true,dry#0,[object Object],
21,-176.25,3.0537215623733016449e-05,true,dry#0,[object Object],
22,-176.25,0.00045322258343596379896,true,dry#0,[object Object],
23,-176.25,0.0047512817351180068257,true,dry#0,[object Object],
24,-176.25,0.0041727622279160879112,true,dry#0,[object Object],
25,-176.25,0.0040617961369428714352,true,dry#0,[object Object],
26,-176.25,0.00020531115571565235417,true,dry#0,[object Object],
27,-176.25,0.00028798977325621627011,true,dry#0,[object Object],
28,-176.25,0.0004891787563302769969,true,dry#0,[object Object],
29,-176.25,0.0018595697948287179691,false,,[object Object],
30,-176.25,0.0017244640094050071432,false,,[object Object],
31,-176.25,0.005216620115194377412,false,,[object Object],
32,-176.25,0.015802681893779677719,false,,[object Object],
33,-176.25,0.024948595959607560574,false,,[object Object],
34,-176.25,0.0026222435213139210809,false,,[object Object],
35,-176.25,0.0027282532444112203573,false,,[object Object],
36,-176.25,0.075752928302247640735,false,,[object Object],
37,-176.25,0.1038744110691142003,false,,[object Object],
38,-176.25,0.036905365004342945145,false,,[object Object],
39,-176.25,0.041633420421393528554,false,,[object Object],
40,-176.25,0.040855490091800367169,false,,[object Object],
41,-176.25,0.048913239459045514124,false,,[object Object],
42,-176.25,0.11564809658353134014,false,,[object Object],
43,-176.25,0.33934880224703489748,false,,[object Object],
44,-176.25,0.09491882477638274862,false,,[object Object],
45,-176.25,0.0075516206092107011905,false,,[object Object],
46,-176.25,0.0058058360028123380189,false,,[object Object],
47,-176.25,0.028512614403545497727,false,,[object Object],
48,-176.25,0.07237422287602363058,false,,[object Object],
49,-176.25,0.23976720100541323855,false,,[object Object],
50,-176.25,0.3200746348514828532,false,,[object Object],
51,-176.25,0.18477949749169148008,false,,[object Object],
52,-176.25,0.060266804939322002332,false,,[object Object],
53,-176.25,0.041581269092125755504,false,,[object Object],
54,-176.25,0.04570531775453406248,false,,[object Object],
55,-176.25,0.14463658070421320234,false,,[object Object],
56,-176.25,0.32928962170317588321,false,,[object Object],
57,-176.25,0.3651459644259861248,false,,[object Object],
58,-176.25,0.51090264140091179446,false,,[object Object],
59,-176.25,0.36842812380689904384,false,,[object Object],
60,-176.25,0.1901036646426917387,false,,[object Object],
61,-176.25,0.13613700807641582191,false,,[object Object],
62,-176.25,0.037258939287273043495,false,,[object Object],
63,-176.25,0.028560368693507909993,false,,[object Object],
64,-176.25,0.047709208101239616862,false,,[object Object],
65,-176.25,0.0012776577601341201126,false,,[object Object],
66,-176.25,0.0088105061894826457863,false,,[object Object],
67,-176.25,0.084525552819355240231,false,,[object Object],
68,-176.25,0.071417071927241768114,false,,[object Object],
69,-176.25,0.013191856575446804858,false,,[object Object],
70,-176.25,0.0027359314281265030393,false,,[object Object],
-69,-175,0.0048269602450380219225,false,,[object Object],
-68,-175,0.00017211247485124372904,false,,[object Object],
-67,-175,0.00016092820052739263887,false,,[object Object],
-66,-175,0.0012911885635250456086,false,,[object Object],
-65,-175,0.039977818498384103119,false,,[object Object],
-64,-175,0.33205305824625513944,false,,[object Object],
-63,-175,0.66879353807027730472,false,,[object Object],
-62,-175,0.32566505984129467954,false,,[object Object],
-61,-175,0.035850549286985229636,false,,[object Object],
-60,-175,0.0021561257689952520802,false,,[object Object],
-59,-175,0.0035030693252802451616,false,,[object Object],
-58,-175,0.005538473961395004759,false,,[object Object],
-57,-175,0.0043594495403297206862,false,,[object Object],
-56,-175,0.014240710652662393054,false,,[object Object],
-55,-175,0.035844541037615695878,false,,[object Object],
-54,-175,0.04363325919503540512,false,,[object Object],
-53,-175,0.090447120622704477166,false,,[object Object],
-52,-175,0.051364108770740962706,false,,[object Object],
-51,-175,0.017729866545722443305,false,,[object Object],
-50,-175,0.02718239103886196939,false,,[object Object],
-49,-175,0.0013596475485129027021,false,,[object Object],
-48,-175,0.0010126830327054749462,false,,[object Object],
-47,-175,0.00033754868585986913011,false,,[object Object],
-46,-175,1.8121138744995749024e-05,false,,[object Object],
-45,-175,0.00031418359871292954539,false,,[object Object],
-44,-175,0.0014665007366881216682,false,,[object Object],
-43,-175,0.00054031868575993009622,false,,[object Object],
-42,-175,0.00027038138879628128772,false,,[object Object],
-41,-175,0.00027953430113640770436,false,,[object Object],
-40,-175,0.00044812217683038672172,false,,[object Object],
-39,-175,0.0051468238664372518293,false,,[object Object],
-38,-175,0.035536526006906148101,false,,[object Object],
-37,-175,0.049366074937994351701,false,,[object Object],
-36,-175,0.02787950852023834275,false,,[object Object],
-35,-175,0.046736138587406772515,false,,[object Object],
-34,-175,0.12510731068307895386,false,,[object Object],
-33,-175,0.26403584182922468226,false,,[object Object],
-32,-175,0.036910446592187381998,false,,[object Object],
-31,-175,0.001249638961162406357,false,,[object Object],
-30,-175,0.001506155510106236238,true,dry#0,[object Object],
-29,-175,0.0017719008755604141823,true,dry#0,[object Object],
-28,-175,0.00070817647157476516263,true,dry#0,[object Object],
-27,-175,0.00096172008217145757338,true,dry#0,[object Object],
-26,-175,0.00055168509694589217864,true,dry#0,[object Object],
-25,-175,3.7111773249516301311e-06,true,dry#0,[object Object],
-24,-175,1.6505627768114744935e-06,true,dry#0,[object Object],
-23,-175,3.4816641759288669977e-09,true,dry#0,[object Object],
-22,-175,4.5592980951326198573e-08,false,,[object Object],
-21,-175,0.00011519902258739008079,false,,[object Object],
-20,-175,0.00026461725045796711435,false,,[object Object],
-19,-175,8.4106857850491418432e-05,false,,[object Object],
-18,-175,3.0488736780165005412e-05,false,,[object Object],
-17,-175,8.2493249092614743991e-06,false,,[object Object],
-16,-175,0.00043164527095626998568,false,,[object Object],
-15,-175,7.8425425025481290144e-05,false,,[object Object],
-14,-175,0.2172227503917719682,false,,[object Object],
-13,-175,0.45658051809504929253,false,,[object Object],
-12,-175,0.60359771496157932358,false,,[object Object],
-11,-175,0.42896223445977821331,false,,[object Object],
-10,-175,0.028494346236992037363,false,,[object Object],
-9,-175,0.0025532710031938004452,false,,[object Object],
-8,-175,2.3276772261982039011e-07,false,,[object Object],
-7,-175,1.5453266140945004737e-09,false,,[object Object],
-6,-175,1.7927312572751613384e-10,false,,[object Object],
-5,-175,5.677803996684201063e-12,true,wet#11,[object Object],
-4,-175,3.3734172719767206809e-19,true,wet#11,[object Object],
-3,-175,2.0075422609699096157e-21,true,wet#11,[object Object],
-2,-175,4.0089773972612671786e-23,true,wet#11,[object Object],
-1,-175,1.5243174537196570306e-25,true,wet#11,[object Object],
0,-175,3.2088966163184532482e-23,true,wet#11,[object Object],
